0.2138,0.020216,0.021238,0.0025
0.28848,0.068272,0.16964,0.028667
0.13299,0.014405,0.015806,0.00083333
0.32468,0.053258,0.1265,0.037167
0.30843,0.081125,0.075063,0.0033333
0.40134,0.13693,0.18349,0.076
0.26975,0.089556,0.10329,0.0066667
0.32991,0.079679,0.15364,0.019333
0.13267,0.029457,0.023919,0.0013333
0.30143,0.086313,0.12935,0.025667
0.67719,0.014085,0.087123,0
0.82519,0.017032,0.083465,0
0.6791,0.014746,0.086118,0
0.67371,0.011653,0.075261,0
0.67165,0.017801,0.11861,0.0023333
0.706,0.073768,0.12287,0
0.70686,0.073412,0.11604,0.00016667
0.80062,0.079677,0.11766,0
0.70258,0.078421,0.1138,0
0.7074,0.088041,0.15178,0.033833
0.17001,0.047135,0.028178,0
0.67737,0.011778,0.085909,0
0.45141,0.3633,0.36152,0.359
0.12769,0.071178,0.068123,0.0495
